ID,Title,Related requirements,Category,Severity,Resource type,AWS Config rule,Schedule type,Parameters,Description
EC2.3,Attached Amazon EBS volumes should be encrypted at-rest,"NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-3(6), NIST.800-53.r5 SC-13, NIST.800-53.r5 SC-28, NIST.800-53.r5 SC-28(1), NIST.800-53.r5 SC-7(10), NIST.800-53.r5 SI-7(6)",Protect > Data protection > Encryption of data at rest,Medium,AWS::EC2::Volume,encrypted-volumes,Change triggered,None," This control checks whether the EBS volumes that are in an attached state are encrypted. To pass this check, EBS volumes must be in use and encrypted. If the EBS volume is not attached, then it is not subject to this check. For an added layer of security of your sensitive data in EBS volumes, you should enable EBS encryption at rest. Amazon EBS encryption offers a straightforward encryption solution for your EBS resources that doesn't require you to build, maintain, and secure your own key management infrastructure. It uses KMS keys when creating encrypted volumes and snapshots. To learn more about Amazon EBS encryption, see   Amazon EBS encryption   in the   Amazon EC2 User Guide for Linux Instances   ."
EC2.4,Stopped EC2 instances should be removed after a specified time period,"NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-2, NIST.800-53.r5 CM-2(2)",Identify > Inventory,Medium,AWS::EC2::Instance,ec2-stopped-instance,Periodic,," This control checks whether an Amazon EC2 instance has been stopped for longer than the allowed number of days. The control fails if an EC2 instance is stopped for longer than the maximum allowed time period. Unless you provide a custom parameter value for the maximum allowed time period, Security Hub uses a default value of 30 days. When an EC2 instance has not run for a significant period of time, it creates a security risk because the instance is not being actively maintained (analyzed, patched, updated). If it is later launched, the lack of proper maintenance could result in unexpected issues in your AWS environment. To safely maintain an EC2 instance over time in an inactive state, start it periodically for maintenance and then stop it after maintenance. Ideally, this should be an automated process."
EC2.6,VPC flow logging should be enabled in all VPCs,"CIS AWS Foundations Benchmark v1.2.0/2.9, PCI DSS v3.2.1/10.3.3,PCI DSS v3.2.1/10.3.4,PCI DSS v3.2.1/10.3.5,PCI DSS v3.2.1/10.3.6, CIS AWS Foundations Benchmark v1.4.0/3.9, NIST.800-53.r5 AC-4(26), NIST.800-53.r5 AU-12, NIST.800-53.r5 AU-2, NIST.800-53.r5 AU-3, NIST.800-53.r5 AU-6(3), NIST.800-53.r5 AU-6(4), NIST.800-53.r5 CA-7, NIST.800-53.r5 SI-7(8)",Identify > Logging,Medium,AWS::EC2::VPC,vpc-flow-logs-enabled,Periodic,," This control checks whether Amazon VPC Flow Logs are found and enabled for VPCs. The traffic type is set to   Reject   . With the VPC Flow Logs feature, you can capture information about the IP address traffic going to and from network interfaces in your VPC. After you create a flow log, you can view and retrieve its data in CloudWatch Logs. To reduce cost, you can also send your flow logs to Amazon S3. Security Hub recommends that you enable flow logging for packet rejects for VPCs. Flow logs provide visibility into network traffic that traverses the VPC and can detect anomalous traffic or provide insight during security workflows. By default, the record includes values for the different components of the IP address flow, including the source, destination, and protocol. For more information and descriptions of the log fields, see   VPC Flow Logs   in the   Amazon VPC User Guide   ."
EC2.7,EBS default encryption should be enabled,"CIS AWS Foundations Benchmark v1.4.0/2.2.1, NIST.800-53.r5 CA-9(1), NIST.800-53.r5 CM-3(6), NIST.800-53.r5 SC-13, NIST.800-53.r5 SC-28, NIST.800-53.r5 SC-28(1), NIST.800-53.r5 SC-7(10), NIST.800-53.r5 SI-7(6)",Protect > Data protection > Encryption of data at rest,Medium,AWS::::Account,ec2-ebs-encryption-by-default,Periodic,None," This control checks whether account-level encryption is enabled by default for Amazon Elastic Block Store(Amazon EBS). The control fails if the account level encryption is not enabled. When encryption is enabled for your account, Amazon EBS volumes and snapshot copies are encrypted at rest. This adds an additional layer of protection for your data. For more information, see   Encryption by default   in the   Amazon EC2 User Guide for Linux Instances   ."
EC2.8,EC2 instances should use Instance Metadata Service Version 2 (IMDSv2),"NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(15), NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-6",Protect > Network security,High,AWS::EC2::Instance,ec2-imdsv2-check,Change triggered,None," This control checks whether your EC2 instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if   HttpTokens   is set to required for IMDSv2. The control fails if   HttpTokens   is set to   optional   . You use instance metadata to configure or manage the running instance. The IMDS provides access to temporary, frequently rotated credentials. These credentials remove the need to hard code or distribute sensitive credentials to instances manually or programmatically. The IMDS is attached locally to every EC2 instance. It runs on a special ""link local"" IP address of 169.254.169.254. This IP address is only accessible by software that runs on the instance. Version 2 of the IMDS adds new protections for the following types of vulnerabilities. These vulnerabilities could be used to try to access the IMDS. Security Hub recommends that you configure your EC2 instances with IMDSv2."
EC2.9,Amazon EC2 instances should not have a public IPv4 address,"NIST.800-53.r5 AC-21, NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 AC-6, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(20), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-7(9)",Protect > Secure network configuration > Public IP addresses,High,AWS::EC2::Instance,ec2-instance-no-public-ip,Change triggered,None," This control checks whether EC2 instances have a public IP address. The control fails if the   publicIp   field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only. A public IPv4 address is an IP address that is reachable from the internet. If you launch your instance with a public IP address, then your EC2 instance is reachable from the internet. A private IPv4 address is an IP address that is not reachable from the internet. You can use private IPv4 addresses for communication between EC2 instances in the same VPC or in your connected private network. IPv6 addresses are globally unique, and therefore are reachable from the internet. However, by default all subnets have the IPv6 addressing attribute set to false. For more information about IPv6, see   IP addressing in your VPC   in the   Amazon VPC User Guide   . If you have a legitimate use case to maintain EC2 instances with public IP addresses, then you can suppress the findings from this control. For more information about front-end architecture options, see the   AWS Architecture Blog   or the   This Is My Architecture series   ."
EC2.10,Amazon EC2 should be configured to use VPC endpoints that are created for the Amazon EC2 service,"NIST.800-53.r5 AC-21, NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 AC-6, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(20), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(3), NIST.800-53.r5 SC-7(4)",Protect > Secure network configuration > API private access,Medium,AWS::EC2::VPC,service-vpc-endpoint-enabled,Periodic,," This control checks whether a service endpoint for Amazon EC2 is created for each VPC. The control fails if a VPC does not have a VPC endpoint created for the Amazon EC2 service. This control evaluates resources in single account. It cannot describe resources that are outside of the account. Because AWS Config and Security Hub do not conduct cross-account checks, you will see   FAILED   findings for VPCs that are shared across accounts. Security Hub recommends that you suppress these   FAILED   findings. To improve the security posture of your VPC, you can configure Amazon EC2 to use an interface VPC endpoint. Interface endpoints are powered by AWS PrivateLink, a technology that enables you to access Amazon EC2 API operations privately. It restricts all network traffic between your VPC and Amazon EC2 to the Amazon network. Because endpoints are supported within the same Region only, you cannot create an endpoint between a VPC and a service in a different Region. This prevents unintended Amazon EC2 API calls to other Regions. To learn more about creating VPC endpoints for Amazon EC2, see   Amazon EC2 and interface VPC endpoints   in the   Amazon EC2 User Guide for Linux Instances   ."
EC2.12,Unused Amazon EC2 EIPs should be removed,"PCI DSS v3.2.1/2.4, NIST.800-53.r5 CM-8(1)",Protect > Secure network configuration,Low,AWS::EC2::EIP,eip-attached,Change triggered,None," This control checks whether Elastic IP (EIP) addresses that are allocated to a VPC are attached to EC2 instances or in-use elastic network interfaces (ENIs). A failed finding indicates you may have unused EC2 EIPs. This will help you maintain an accurate asset inventory of EIPs in your cardholder data environment (CDE). To release an unused EIP, see   Release an Elastic IP address   in the   Amazon EC2 User Guide for Linux Instances   ."
EC2.13,Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 22,"CIS AWS Foundations Benchmark v1.2.0/4.1, PCI DSS v3.2.1/1.2.1,PCI DSS v3.2.1/1.3.1,PCI DSS v3.2.1/2.2.2, NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 CM-7, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-7(5)",Protect > Secure network configuration,High,AWS::EC2::SecurityGroup,restricted-ssh,Change triggered,None," Security groups provide stateful filtering of ingress and egress network traffic to AWS resources. We recommend that no security group allow unrestricted ingress access to port 22. Removing unfettered connectivity to remote console services, such as SSH, reduces a server's exposure to risk."
EC2.14,Security groups should not allow ingress from 0.0.0.0/0 or ::/0 to port 3389,CIS AWS Foundations Benchmark v1.2.0/4.2,Protect > Secure network configuration,High,AWS::EC2::SecurityGroup,restricted-common-ports   (created rule is   restricted-rdp   ),Change triggered,None," Security groups provide stateful filtering of ingress and egress network traffic to AWS resources. We recommend that no security group allow unrestricted ingress access to port 3389. Removing unfettered connectivity to remote console services, such as RDP, reduces a server's exposure to risk."
EC2.15,Amazon EC2 subnets should not automatically assign public IP addresses,"NIST.800-53.r5 AC-21, NIST.800-53.r5 AC-3, NIST.800-53.r5 AC-3(7), NIST.800-53.r5 AC-4, NIST.800-53.r5 AC-4(21), NIST.800-53.r5 AC-6, NIST.800-53.r5 SC-7, NIST.800-53.r5 SC-7(11), NIST.800-53.r5 SC-7(16), NIST.800-53.r5 SC-7(20), NIST.800-53.r5 SC-7(21), NIST.800-53.r5 SC-7(3), NIST.800-53.r5 SC-7(4), NIST.800-53.r5 SC-7(9)",Protect > Network security,Medium,AWS::EC2::Subnet,subnet-auto-assign-public-ip-disabled,Change triggered,None, This control checks whether the assignment of public IPs in Amazon Virtual Private Cloud (Amazon VPC) subnets have   MapPublicIpOnLaunch   set to   FALSE   . The control passes if the flag is set to   FALSE   . All subnets have an attribute that determines whether a network interface created in the subnet automatically receives a public IPv4 address. Instances that are launched into subnets that have this attribute enabled have a public IP address assigned to their primary network interface.
EC2.16,Unused Network Access Control Lists should be removed,NIST.800-53.r5 CM-8(1),Prevent > Network security,Low,AWS::EC2::NetworkAcl,vpc-network-acl-unused-check,Change triggered,None," This control checks whether there are any unused network access control lists (ACLs). If the only relationship is the VPC of the network ACL, then the control fails. If other relationships are listed, then the control passes."
